"DISTRITO";"50";"PARTIDO SOCIALISTA";"MISIONES";"COMISION DE ETICA";"MIEMBRO INTEGRANTE";"EGERT";"CLAUDIA SONIA";"17039463";"25/05/2014";"25/05/2016"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"MISIONES";"CONGRESO PROVINCIAL";"CONGRESAL TITULAR";"EGERT";"CLAUDIA SONIA";"17039463";"25/05/2014";"25/05/2016"
"DISTRITO";"197";"PARTIDO ACUERDO FEDERAL";"TUCUMÁN";"JUNTA DE GOBIERNO";"PRESIDENTE";"ARDILES";"VICTOR RICARDO";"17041569";"27/06/2013";"27/06/2017"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"TUCUMÁN";"CONGR PROVINCIALES";"TITULARES";"PARACHE";"NANCY MABEL";"17042104";"2012-2014";
"DISTRITO";"50";"PARTIDO SOCIALISTA";"TUCUMÁN";"CONGR NACIONALES";"TITULARES";"PARACHE";"NANCY MABEL";"17042104";"2012-2014";
"DISTRITO";"197";"PROPUESTA SALTEÑA";"SALTA";"CENTRO DE ACCIÓN POLÍTICA";"VOCAL SUPLENTE";"LESCANO MOYA";"PATRICIA VIVIANA";"17043131";"15/12/2012";"15/12/2014"
"DISTRITO";"162";"EL FRENTE Y LA PARTICIPACION NEUQUINA";"NEUQUÉN";"MESA PROVINCIAL";"SECRETARIA DE PRENSA";"MERCADO";"JOSE GUILLERMO";"17046348";"10/08/2012";"10/08/2014"
"DISTRITO";"166";"UNIÓN DE LOS NEUQUINOS";"NEUQUÉN";"CONGRESO";"PRESIDENTE";"ROSSO";"ANDREA SILVANA";"17047410";"26/06/2012";"25/06/2016"
"DISTRITO";"3";"Union Civica Radical";"BUENOS AIRES";"Delegado/a";"Convencion Provincial";"HUGO CESAR";"SCANDROGLIO";"17050027";"25/10/2012";"25/10/2014"
"DISTRITO";"64";"PRO-PROPUESTA REPUBLICANA";"CORDOBA";"TRIBUNAL DE DISCIPLINA";"SUPLENTE";"VISSANI";"EGLY DE LAS MERCEDES";"17051401";"16/10/2012";"16/10/2014"
"DISTRITO";"162";"UNIÓN DEL CENTRO DEMOCRÁTICO";"CORDOBA";"COMITÉ CENTRAL";"VOCAL";"RONGE";"JACQUELINE VIVIANA";"17051420";"15/05/2012";"14/05/2014"
"DISTRITO";"64";"PRO-PROPUESTA REPUBLICANA";"CORDOBA";"ASAMBLEA DE DELEGADOS";"TITULAR";"RONGE";"JACQUELINE VIVIANA";"17051420";"16/10/2012";"16/10/2014"
"DISTRITO";"162";"UNIÓN DEL CENTRO DEMOCRÁTICO";"CORDOBA";"TRIBUNAL DE DICIPLINA";"VICEPRESIDENTE";"GARCIA MONTAÑO";"MAGDALENA";"17051475";"15/05/2012";"14/05/2014"
"DISTRITO";"162";"UNIÓN DEL CENTRO DEMOCRÁTICO";"CORDOBA";"COMITÉ CENTRAL";"VICEPRESIDENTE";"CAPDEVILA";"MARIA LUZ";"17051494";"15/05/2012";"14/05/2014"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"TUCUMÁN";"CONGR PROVINCIALES";"TITULARES";"VILLAFAÑE";"BLANCA ROSA";"17052520";"2012-2014";
"DISTRITO";"50";"PARTIDO SOCIALISTA";"TUCUMÁN";"CONGR NACIONALES";"SUPLENTES";"VILLAFAÑE";"BLANCA ROSA";"17052520";"2012-2014";
"DISTRITO";"1";"MOVIMIENTO DE INTEGRACIÓN Y DESARROLLO";"SANTA FE";"MESA DIRECTIVA";"SUB-TESORERO";"BOARINI";"NANCY NOEMI";"17055805";"10/12/2012";"09/12/2014"
"DISTRITO";"157";"FRENTE DEL PUEBLO";"LA RIOJA";"CONSEJO PROVINCIAL";"VOCAL TITULAR 5°";"CEBALLE";"ELSA ISIDORA";"17056445";"30/04/2013";"30/04/2017"
"DISTRITO";"47";"COALICIÓN CÍVICA-AFIRMACIÓN PARA UNA REPÚBLICA IGUALITARIA";"RÍO NEGRO";"REPRESENTACION PROVINCIAL DE POMONA";"ASAMBLEISTA TITULAR";"CABAZA";"LEONORA LENA";"17058409";"07/07/2013";"07/07/2015"
"DISTRITO";"47";"COALICIÓN CÍVICA-AFIRMACIÓN PARA UNA REPÚBLICA IGUALITARIA";"RÍO NEGRO";"COMISION DE ETICA PROVINCIAL";"SECRETARIO POLITICO";"CABAZA";"LEONORA LENA";"17058409";"30/09/2012";"30/09/2014"
"DISTRITO";"156";"ACCIÓN CHAQUEÑA";"CHACO";"JUNTA DE GOBIERNO PROVINCIAL";"VOCAL";"SALINAS";"FELICIANO ITATÍ";"17059719";"05/03/2011";"30/06/2014"
"DISTRITO";"156";"ACCIÓN CHAQUEÑA";"CHACO";"JUNTA DE GOBIERNO PROVINCIAL";"VOCAL";"ASCONA";"JOSÉ OSCAR";"17059950";"05/03/2011";"30/06/2014"
"DISTRITO";"64";"PRO-PROPUESTA REPUBLICANA";"RÍO NEGRO";"CONVENCIÓN ZONA ANDINA";"TITULAR";"GONZALEZ";"GERARDO DANIEL";"17061681";"22/04/2013";"20/04/2015"
"DISTRITO";"64";"PRO-PROPUESTA REPUBLICANA";"RÍO NEGRO";"CENTRO CÍVICO BARILOCHE";"VICEPRESIDENTE";"GONZALEZ";"GERARDO DANIEL";"17061681";"22/04/2013";"20/04/2015"
"DISTRITO";"41";"PARTIDO FRENTE GRANDE";"RÍO NEGRO";"TRIBUNAL DE CONDUCTA";"TITULAR";"MARQUEZ";"JOSE LUIS";"17061816";"17/12/2012";"16/12/2014"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"SANTA FE";"CONSEJO EJECUTIVO PROVINCIAL";"MIEMBRO INTEGRANTE";"ARENA";"CELIA ISABEL";"17071807";"27/05/2012";"27/05/2015"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"SANTA FE";"CONGRESO NACIONAL";"MIEMBRO INTEGRANTE";"ARENA";"CELIA ";"17071807";"27/05/2012";"27/05/2015"
"DISTRITO";"181";"FUERZA REPUBLICANA";"TUCUMÁN";"CONVENCION PROVINCIAL";"SUPLENTE";"VERMAL";"JOSE HORACIO";"17074114";"04/02/2012";"04/02/2016"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL";"ENTRE RÍOS";"COMITÉ NACIONAL";"DELEGADO TITULAR";"ARTUSI";"JOSÉ ANTONIO";"17075797";"11/11/2012";"11/11/2014"
"DISTRITO";"1";"MOVIMIENTO DE INTEGRACIÓN Y DESARROLLO";"SAN JUAN";"CONVENCION CAPITAL";"DELEGADO";"PONTORIEGO";"GRACIELA";"17078664";"06/04/2014";"06/04/2016"
"DISTRITO";"192";"LIBERTAD Y DEMOCRACIA RESPONSABLE LyDER";"JUJUY";"JUNTA PROVINCIAL ";"SUPLENTE";"SAVIO";"JORGE ALFREDO";"17080470";"29/04/2011";"29/04/2015"
"DISTRITO";"211";"PARTIDO DE LA CONCERTACIÓN FORJA";"JUJUY";"CONGRESO DPTO. MANUEL BELGRANO";"VICEPRESIDENTE 2°";"CHALCO";"MARIA JUANA";"17081507";"03/08/2013";"03/08/2017"
"DISTRITO";"298";"PARTIDO TODOS POR BUENOS AIRES";"BUENOS AIRES";"Junta Promotora";"Vocal";"MIGUEL ANGEL";"OLIVERA";"17082106";;
"DISTRITO";"298";"PARTIDO TODOS POR BUENOS AIRES";"BUENOS AIRES";"Comité Ejecutivo";"Vocal";"MIGUEL ANGEL";"OLIVERA";"17082106";"18/05/2014";"18/05/2018"
"DISTRITO";"60";"Movimiento Independiente Justicia y Dignidad";"BUENOS AIRES";"Intervencion";"interventor";"ADRIÁN DANIEL";"MORALES";"17082402";"20/11/2013";"20/09/2014"
"DISTRITO";"60";"MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD";"MISIONES";"MESA EJECUTIVA";"APODERADO";"MORALES";"ADRIAN DANIEL";"17082402";"30/05/2011";"30/05/2015"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"CHACO";"CONSEJO PROVINCIAL";"APODERADO";"COLMAN";"MIGUEL ANGEL";"17085598";"22/02/2010";"22/02/2012"
"DISTRITO";"182";"PARTIDO DEL FRENTE";"LA PAMPA";"MESA EJECUTIVA PROVINCIAL";"SUPLENTE";"BEATO";"RAUL OSCAR";"17087515";"11/03/2013";"11/03/2015"
"DISTRITO";"182";"PARTIDO DEL FRENTE";"LA PAMPA";"ASAMBLEA PROVINCIAL (GRAL. PICO)";"DELEGADO";"BEATO";"RAUL OSCAR";"17087515";"11/03/2013";"11/03/2015"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL";"MISIONES";"CONVENCIÓN PROVINCIAL";"PRESIDENTE";"JOERG";"DELICIA HANELORE";"17089742";"20/05/2012";"20/05/2014"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL ";"CHACO";"COMITE PROVINCIAL";"MIEMBRO TITULAR";"ZAJACZKOWSKI";"SERGIO ADRIAN";"17090120";"10/12/2013";"10/12/2015"
"DISTRITO";"162";"EL FRENTE Y LA PARTICIPACION NEUQUINA";"NEUQUÉN";"MESA RINCON DE LOS SAUCES";"5° TITULAR";"VEGA";"RAMON OSMAR";"17091839";"10/08/2012";"10/08/2014"
"DISTRITO";"64";"PRO-PROPUESTA REPUBLICANA";"RÍO NEGRO";"CONVENCIÓN ZONA ATLANTICA";"TITULAR";"JORAJURIA";"MARIA SILVIA";"17094760";"22/04/2013";"20/04/2015"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"SANTA CRUZ";"CONSEJO PROVINCIAL";"SECRETARIO GREMIAL";"SANTIBAÑEZ";"JOSE RAUL";"17095243";"14/03/2013";"14/03/2015"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL";"SANTA CRUZ";"COMITE NACIONAL";"DELEGADO TITULAR";"GARDONIO";"DANIEL JOSE";"17095522";"11/05/2014";"11/05/2018"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"CORDOBA";"CONGRESO PROVINCIAL";"SUPLENTE";"BIRAGHI";" CARLOS ALBERTO";"17099644";"01/08/2012";"31/07/2014"
"DISTRITO";"3";"Union Civica Radical";"BUENOS AIRES";"Delegado/a";"Convencion Provincial";"OSVALDO JAVIER";"FERNANDEZ";"17100977";"25/10/2012";"25/10/2014"
"NACIONAL";"66";"PARTIDO SOLIDARIO";"CAPITAL FEDERAL";"Junta Ejecutiva";"Tesorero/a";"GUSTAVO";"NAGEL";"17101575";"28/02/2011 al28/02/2015";
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL";"MISIONES";"COMITÉ CENTRAL PROV. MESA EJECUTIVA";"PROTESORERO";"BERNIO";"JULIO CESAR";"17105395";"20/05/2012";"20/05/2014"
"DISTRITO";"64";"PRO-PROPUESTA REPUBLICANA";"CAPITAL FEDERAL";"Consejo Directivo ";"Vocal";"EDUARDO ALBERTO ";"MACCHIAVELLI ";"17110752";"28/06/2012";"28/06/2016"
"DISTRITO";"234";"MOVIMIENTO AL SOCIALISMO - M.A.S.";"CORDOBA";"CONGRESO DE DISTRITO";"MIEMBRO TITULAR";"LORENZATI";"HORACIO JUAN";"17112426";"09/06/2013";"08/06/2016"
"DISTRITO";"199";"FRENTE CÍVICO DE CÓRDOBA";"CORDOBA";"ASAMBLEA PROVINCIAL";"TITULAR";"TOROSSIAN";"HUGO CESAR";"17115131";"DICIEMBRE.2012 A DICIEMBRE. 2014";
"DISTRITO";"41";"PARTIDO FRENTE GRANDE";"ENTRE RÍOS";"MESA  DIRECTIVA PROVINCIAL ";"VICEPRESIDENTE";"MEDINA";"PATRICIA ";"17118326";"25/05/2011";"25/05/2015"
"NACIONAL";"67";"KOLINA";"BUENOS AIRES";"Consejo Central";"Vocal Suplente";"EDUARDO ESTEBAN";"RUIZ";"17118749";"28/11/2012";"28/11/2016"
"DISTRITO";"67";"KOLINA";"MENDOZA";"CONSEJO PROVINCIAL";"VOCAL TITULAR";"RUIZ";"EDUARDO ESTEBAN";"17118749";"11/06/2013";"11/06/2015"
"DISTRITO";"8";"FEDERAL";"CORRIENTES";"Junta Provincial";;"HUGO RAMÓN";"OCAMPO";"17121054";"11/08/2012";"11/08/2014"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL";"ENTRE RÍOS";"COMITÉ PROVINCIAL";"TESORERO";"JOANNAS";"MARIO GUILLERMO";"17121323";"11/11/2012";"11/11/2014"
"DISTRITO";"169";"PARTIDO POPULAR";"CORRIENTES";"Junta Ejecutiva Provincial";"Vocal Suplente";"GUSTAVO JOSE ";"CURI";"17122363";"19/12/2012";"19/12/2014"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL";"ENTRE RÍOS";"COMITÉ PROVINCIAL";"VOCAL SUPLENTE";"FORTI";"ADRIAN ALBERTO";"17122509";"11/11/2012";"11/11/2014"
"DISTRITO";"186";"PARTIDO AUTONOMISTA";"CORRIENTES";"Mesa Directiva";"Delegado/a suplente";"CARLOS ALBERTO";"SANCHEZ";"17122694";"03/06/2010";"03/06/2014"
"DISTRITO";"186";"PARTIDO AUTONOMISTA";"CORRIENTES";"Convencion Nacional";"Delegado/a suplente";"CARLOS ALBERTO";"SANCHEZ";"17122694";"03/06/2013";"03/06/2014"
"DISTRITO";"184";"PARTIDO DE LA LEALTAD SANLUISEÑA";"SAN LUIS";"COMITÉ PROVINCIAL";"APODERADO";"COSTANZO";"ENRIQUE ANIBAL";"17123403";"12/06/2011";"12/06/2013"
"DISTRITO";"184";"PARTIDO DE LA LEALTAD SANLUISEÑA";"SAN LUIS";"COMITÉ PROVINCIAL";"PRESIDENTE";"COSTANZO";"ENRIQUE ANIBAL";"17123403";"12/06/2011";"12/06/2013"
"DISTRITO";"176";"DEMOCRATA LIBERAL";"SAN LUIS";"JUNTA DE GOBIERNO";"TITULAR";"BIANCHI DURAN";"CARLOS ALBERTO";"17124831";"10/01/2010";"10/01/2013"
"DISTRITO";"5";"PARTIDO DEMOCRATA CRISTIANO";"CAPITAL FEDERAL";"Junta Ejecutiva de distrito";"Miembro Titular";"MARIO ENRIQUE ";"ZARATE";"17126766";"01/07/2013";"01/07/2016"
"DISTRITO";"6";"PARTIDO INTRANSIGENTE";"CATAMARCA";"CONVENCION PROVINCIAL";"TITULAR";"MOYA";"JUAN CRISTINO";"17128994";"04/05/2014";"04/05/2016"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"SALTA";"CONGRESO PROVINCIAL";"TITULAR";"LOZANO";"ANGELO ORLANDO";"17131038";"26/05/2013";"26/05/2015"
"DISTRITO";"174";"UNIÓN VICTORIA POPULAR";"SALTA";"CONSEJO PROVINCIAL";"MIEMBRO TITULAR";"FERNANDEZ";"RUTH ESTHER";"17131349";"10/12/2010";"10/12/2014"
"DISTRITO";"47";"COALICIÓN CÍVICA - AFIRMACIÓN PARA UNA REPÚBLICA IGUALITARIA";"SALTA";"CONVENCION PROVINCIAL";"MIEMBRO INTEGRANTE";"RIISE";"EILIF";"17131411";"19/05/2012";"19/05/2016"
"DISTRITO";"47";"COALICIÓN CÍVICA - AFIRMACIÓN PARA UNA REPÚBLICA IGUALITARIA";"SALTA";"COMITE CENTRAL PROVINCIAL";"PRESIDENTE";"RIISE";"EILIF";"17131411";"19/05/2012";"19/05/2016"
"DISTRITO";"216";"FRENTE PLURAL";"SALTA";"ASAMBLEA";"DELEGADO TITULAR";"GRANADOS";"JULIA ELENA";"17131740";"16/05/2013";"16/05/2016"
"DISTRITO";"199";"PARTIDO FE";"TUCUMÁN";"CONGRESO PROV. SECCION III";"MIEMBRO INTEGRANTE";"HERRERA";"SANDRA ELIZABET";"17136949";"22/07/2013";"22/07/2017"
"DISTRITO";"205";"PARTIDO FE";"SANTIAGO DEL ESTERO";"JUNTA ELECTORAL";"MIEMBRO TITULAR";"VILLARREAL";"MARIA DIONISIA";"17139561";"05/06/2013";"05/06/2015"
"DISTRITO";"199";"PARTIDO FE";"TUCUMÁN";"CONGRESO PROV. SECCION II";"MIEMBRO INTEGRANTE";"PEREYRA";"ANTONIA RAQUEL";"17139968";"22/07/2013";"22/07/2017"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"NEUQUÉN";"CONSEJO PROVINCIAL";"SECRETARIO ECON., PRODUCCIÓN Y TRAB.";"DEL RIO SHUYAY";" ANA J.";"17140627";"05/07/2010";"05/07/2013"
"DISTRITO";"278";"PARTIDO DE LA CULTURA LA EDUCACIÓN Y EL TRABAJO";"BUENOS AIRES";"Convencion Provincial";"Delegado/a suplente";"HECTOR OMAR";"CAMPOS";"17141989";"12/11/2012";"19/11/2015"
"DISTRITO";"278";"PARTIDO DE LA CULTURA LA EDUCACIÓN Y EL TRABAJO";"BUENOS AIRES";"Tribunal de Cuentas";"Delegado/a";"HECTOR OMAR";"CAMPOS";"17141989";"12/11/2012";"19/11/2015"
"NACIONAL";"70";"PARTIDO DE TRABAJADORES POR EL SOCIALISMO";"CAPITAL FEDERAL";"Comité Central Nacional";"Presidente/a";"GUILLERMO ANDRES";"ERMILI";"17142004";"09/12/2012";"09/12/2015"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL ";"TIERRA DEL FUEGO";"APODERADO";"APODERADO";"FULGENZI";"CARLA GIOVANNA";"17143023";"29/11/2013";"29/11/2015"
"DISTRITO";"40";"MOVIMIENTO LIBRES DEL SUR";"CORDOBA";"COMITÉ DE DISTRITO";"TESORERO";"NIZETICH";"FERNANDO JESUS";"17145510";"20/12/2010";"20/12/2014"
"DISTRITO";"200";"PARTIDO DE LA CONCERTACION FORJA";"CORRIENTES";"Consejo Provincial";"Tesorero/a";"HUMBERTO JAVIER";"RODRIGUEZ";"17147073";" ";" "
"DISTRITO";"179";"PARTIDO CIUDADANOS A GOBERNAR";"CHACO";"JUNTA EJECUTIVA PROVINCIAL";"VOCAL TITULAR";"PEREYRA";"CRISTINA NOEMI";"17150396";"13/12/2013";"15/12/2015"
"DISTRITO";"171";"PARTIDO FRENTE PARA EL CAMBIO";"CHACO";"JUNTA PROVINCIAL";"SUPLENTE 4°";"PONCE";"ANTONIO TORIBIO";"17150822";"31/12/2013";"31/12/2017"
"DISTRITO";"8";"PARTIDO FEDERAL";"MENDOZA";"JUNTA CENTRAL DE GOBIERNO";"VOCAL";"SANCHEZ";"JUAN ANTONIO";"17151410";"01/10/2011";"30/09/2015"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"NEUQUÉN";"CONSEJO PROVINCIAL";"13° SUPLENTE";"NAMUNCURA";"NELIDA DEL CARMEN";"17151576";"05/07/2011";"05/07/2013"
"DISTRITO";"162";"PARTIDO PROGRESO SOCIAL";"SANTA FE";"JUNTA EJECUTIVA PROVINCIAL";"APODERADO";"PIANCATELLI";"CLAUDIO ALEJANDRO";"17152306";"07/01/2011";"07/01/2012"
"DISTRITO";"162";"PARTIDO PROGRESO SOCIAL";"SANTA FE";"JUNTA EJECUTIVA PROVINCIAL";"SECRETARIO DE ACTAS";"PIANCATELLI";"CLAUDIO ALEJANDRO";"17152306";"07/01/2011";"07/01/2012"
"DISTRITO";"215";"FRENTE SALTEÑO";"SALTA";"CONGRESO PROVINCIAL";"TITULAR";"DE LA FUENTE";"RAFAEL LAUDINO";"17158348";"08/04/13 AL08/04/17";
"DISTRITO";"41";"PARTIDO FRENTE GRANDE";"NEUQUÉN";"MESA PROVINCIAL";"SECRETARÍA DE ASUNTOS MUNICIPALES";"GIMENEZ";"OSVALDO DANIEL";"17159372";"20/11/2010";"20/11/2012"
"DISTRITO";"65";"PARTIDO UNIÓN CELESTE Y BLANCO";"CORDOBA";"CONSEJO EJECUTIVO";"VICEPRESIDENTE";"MARTINEZ PAZ";"FERNANDO";"17159592";"16/05/2011";"15/05/2015"
"DISTRITO";"199";"FRENTE CÍVICO DE CÓRDOBA";"CORDOBA";"ASAMBLEA PROVINCIAL";"TITULAR";"PAREDES";"TERESITA ALEJANDRA";"17160146";"DICIEMBRE.2012 A DICIEMBRE. 2014";
"DISTRITO";"233";"PARTIDO FE";"CORDOBA";"CONGRESO DE DISTRITO";"MIEMBRO TITULAR";"FERNANDEZ";"JORGE ANTONIO";"17160771";"05/06/2013";"05/06/2015"
"DISTRITO";"182";"PARTIDO DEL FRENTE";"LA PAMPA";"MESA EJECUTIVA PROVINCIAL";"TITULAR";"VIOLA";"ESTELA MARIA";"17161774";"11/03/2013";"11/03/2015"
"DISTRITO";"182";"PARTIDO DEL FRENTE";"LA PAMPA";"ASAMBLEA PROVINCIAL (GRAL. PICO)";"DELEGADO";"VIOLA";"ESTELA MARIA";"17161774";"11/03/2013";"11/03/2015"
"DISTRITO";"182";"PARTIDO DEL FRENTE";"LA PAMPA";"MESA EJECUTIVA PROVINCIAL";"VOCAL";"VIOLA";"ESTELA MARIA";"17161774";"11/03/2013";"11/03/2015"
"DISTRITO";"67";"KOLINA";"TUCUMÁN";"CONGRESO";"DELEGADO SUPLENTE";"CUARTETON";"MIRTA GLADYS";"17163689";"08/10/2013";"08/10/2017"
"DISTRITO";"60";"MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD";"CHACO";"TRIBUNAL ELECTORAL";"SUPLENTE";"GIL";"DELIA OBISPA";"17164103";"30/10/2011";"30/10/2015"
"DISTRITO";"321";"PROYECTO SUR";"CAPITAL FEDERAL";"Mesa Directiva";"Delegado/a";"MARCELO FABIAN";"LORENZO";"17166568";"03/06/2013";"03/06/2015"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL";"NEUQUÉN";"MESA DIRECTIVA DEL COMITÉ PROVINCIAL";"VOCAL";"FUENTES";"MARIA LOURDES";"17167956";"09/03/2013";"09/03/2015"
"DISTRITO";"166";"MOVIMIENTO POR TODOS";"ENTRE RÍOS";"MESA PROVINCIAL";"SECRETARIA DE PROPAGANDA";"GRASSO";"NORMA SUSANA";"17168461";"12/03/2011";"12/03/2014"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"TIERRA DEL FUEGO";"CONGRESO PROVINCIAL";"APODERADO";"HERNANDEZ";"FLOR BEATRIZ";"17168707";"03/05/2009";"03/05/13 (prorrog. Dic. 13) "
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"TIERRA DEL FUEGO";"CONGRESO PROVINCIAL";"PRESIDENTE";"BARRIENTOS";"NESTOR EDUARDO";"17168734";"03/05/2009";"03/05/13 (prorrog. Dic. 13) "
"DISTRITO";"198";"ENCUENTRO POR LA DEMOCRACIA Y LA EQUIDAD";"LA PAMPA";"TRIBUNAL DISCIPLINA";"SUPLENTE";"PEREYRA";"SERGIO DANIEL";"17169748";"10/01/2014";"10/01/2016"
"DISTRITO";"213";"PROPUESTAS PARA MENDOZA";"MENDOZA";"PLENARIO PROVINCIAL. DPTO. TUPUNGATO";"MIEMBRO INTEGRANTE";"MUÑOZ";"OSCAR ROBERTO";"17171848";"24/05/2013";"24/05/2015"
"DISTRITO";"174";"PARTIDO DE LA CONCERTACIÓN FORJA";"CHACO";"CONGRESO PROVINCIAL";"SUPLENTE";"RAMIREZ";"CESAR GERONIMO";"17172319";"15/12/2013";"14/12/2015"
"DISTRITO";"40";"MOVIMIENTO LIBRES DEL SUR";"TUCUMÁN";"CONGRESO DE DISTRITO";"SUPLENTE";"MAIDANA";"LUIS ALBERTO";"17173923";"21/09/2012";"21/09/2016"
"DISTRITO";"182";"PARTIDO DEL FRENTE";"LA PAMPA";"MESA EJECUTIVA PROVINCIAL";"TITULAR";"GIROGIS";"CLAUDIA BIBIANA";"17174199";"11/03/2013";"11/03/2015"
"DISTRITO";"182";"PARTIDO DEL FRENTE";"LA PAMPA";"ASAMBLEA PROVINCIAL (SANTA ROSA)";"DELEGADO";"GIROGIS";"CLAUDIA BIBIANA";"17174199";"11/03/2013";"11/03/2015"
"DISTRITO";"182";"PARTIDO DEL FRENTE";"LA PAMPA";"MESA EJECUTIVA PROVINCIAL";"PRESIDENTA";"GIROGIS";"CLAUDIA BIBIANA";"17174199";"11/03/2013";"11/03/2015"
"DISTRITO";"169";"PARTIDO POPULAR";"CORRIENTES";"Junta Ejecutiva Provincial";"Vocal";"LILIANA GUADALUPE ";"ARRIOLA";"17174702";"19/12/2012";"19/12/2014"
"DISTRITO";"186";"PARTIDO AUTONOMISTA";"CORRIENTES";"Mesa Directiva";"Vocal";"RUBÉN";"PAROLA";"17174845";"03/06/2013";"03/06/2014"
"DISTRITO";"64";"PRO - PROPUESTA REPUBLICANA";"SAN JUAN";"CONSEJO DIRECTIVO PROVINCIAL";"VOCAL TITULAR";"MARICONDA";"FEDERICA";"17177644";"16/12/2013";"16/12/2015"
"DISTRITO";"69";"GEN";"ENTRE RÍOS";"CONVENCIÓN PROVINCIAL";"DELEGADO";"BENEDETTI";"FELIX ADRIAN";"17181755";"03/02/2013";"03/02/2015"
"DISTRITO";"69";"GEN";"ENTRE RÍOS";"CONVENCIÓN PROVINCIAL";"DELEGADO";"PRADELLI";"NORMA BEATRIZ";"17181915";"03/02/2013";"03/02/2015"
"DISTRITO";"162";"EL FRENTE Y LA PARTICIPACION NEUQUINA";"NEUQUÉN";"CONGRESO PROVINCIAL  POR COLLON CURA";"DELEGADO TITULAR";"MARTINEZ";"JUAN DIONISIO";"17185872";"10/08/2012";"10/08/2014"
"DISTRITO";"162";"EL FRENTE Y LA PARTICIPACION NEUQUINA";"NEUQUÉN";"MESA PIEDRA DEL AGUILA";"2° TITULAR";"MARTINEZ";"JUAN DIONISIO";"17185872";"10/08/2012";"10/08/2014"
"DISTRITO";"174";"PARTIDO DE LA CONCERTACIÓN FORJA";"CHACO";"CONGRESO PROVINCIAL";"TITULAR";"RODRIGUEZ MAYO";"FABIO ANIBAL";"17189860";"15/12/2013";"14/12/2015"
"DISTRITO";"41";"PARTIDO FRENTE GRANDE";"RÍO NEGRO";"TRIBUNAL DE CONDUCTA";"TITULAR";"NAVARRETE";"CARMEN GLORIA";"17194762";"17/12/2012";"16/12/2014"
"DISTRITO";"72";"INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR";"NEUQUÉN";"JUNTA PROMOTORA";"MIEMBRO INTEGRANTE";"ILABACA";"MARCOS NELSON";"17195023";"REC.DEF. 10/06/13";
"DISTRITO";"41";"PARTIDO FRENTE GRANDE";"RÍO NEGRO";"DELEGADOS A LA ASAMBLEA POR DISTRITO";"TITULAR";"REYES";"ELSA SILVANA";"17195033";"17/12/2012";"16/12/2014"
"DISTRITO";"47";"COALICIÓN CÍVICA - AFIRMACIÓN PARA UNA REPÚBLICA IGUALITARIA";"SALTA";"COMITE CENTRAL PROVINCIAL";"SECRETARIO";"MONTENEGRO";"JUAN ALBERTO";"17196794";"19/05/2012";"19/05/2016"
"DISTRITO";"191";"POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL";"BUENOS AIRES";"Consejo Provincial";"Secretario/a Electoral";"STELLA MARIS";"OTAROLA";"17198772";"Sin fecha de mandato";
"DISTRITO";"64";"PRO-PROPUESTA REPUBLICANA";"SALTA";"ASAMBLEA PROVINCIAL";"TITULAR";"DUEÑAS";"PABLO MANUEL";"17202766";"06/05/2013";"06/05/2017"
"DISTRITO";"47";"COALICION CIVICA - AFIRMACION PARA UNA REPUBLICA IGUALITARIA (ARI)";"BUENOS AIRES";"Consejo de Coordinación Política Alterno";" ";"ALFREDO HERNÁN";"BARROS";"17203325";"23/10/2012";"23/10/2014"
"DISTRITO";"252";"ENCUENTRO POR LA DEMOCRACIA Y LA EQUIDAD";"BUENOS AIRES";"Dirección Provincial ";;"CLAUDIA IVANA";"SINISI";"17209335";"15/05/2011";"15/05/2013"
"DISTRITO";"67";"KOLINA";"TUCUMÁN";"CONGRESO";"DELEGADO TITULAR";"VIZONE";"LUIS EINAR";"17211160";"08/10/2013";"08/10/2017"
